YEAR,INDEX,TEMP,MODEL,SERIES,USED
2030,4,0.12211418,CMCC_CM_4.5,4.5,N
2031,4,0.03511524,CMCC_CM_4.5,4.5,N
2032,4,-0.73348427,CMCC_CM_4.5,4.5,N
2033,4,-0.17065334,CMCC_CM_4.5,4.5,N
2034,4,0.45643425,CMCC_CM_4.5,4.5,N
2035,4,1.31487179,CMCC_CM_4.5,4.5,N
2036,4,0.41101646,CMCC_CM_4.5,4.5,N
2037,4,0.0825491,CMCC_CM_4.5,4.5,N
2038,4,0.75218296,CMCC_CM_4.5,4.5,N
2039,4,0.8912077,CMCC_CM_4.5,4.5,N
2040,4,0.93788052,CMCC_CM_4.5,4.5,N
2041,4,0.47335625,CMCC_CM_4.5,4.5,N
2042,4,1.26561642,CMCC_CM_4.5,4.5,N
2043,4,0.41500854,CMCC_CM_4.5,4.5,N
2044,4,1.31660461,CMCC_CM_4.5,4.5,N
2045,4,0.91445827,CMCC_CM_4.5,4.5,N
2046,4,0.42914867,CMCC_CM_4.5,4.5,N
2047,4,0.45740891,CMCC_CM_4.5,4.5,N
2048,4,1.89523029,CMCC_CM_4.5,4.5,N
2049,4,1.50621128,CMCC_CM_4.5,4.5,N
2050,4,-0.29118919,CMCC_CM_4.5,4.5,N
2051,4,-0.3720541,CMCC_CM_4.5,4.5,N
2052,4,0.8500042,CMCC_CM_4.5,4.5,N
2053,4,0.9169693,CMCC_CM_4.5,4.5,N
2054,4,1.0156002,CMCC_CM_4.5,4.5,N
2055,4,1.45978451,CMCC_CM_4.5,4.5,N
2056,4,-0.14537334,CMCC_CM_4.5,4.5,N
2057,4,0.98558617,CMCC_CM_4.5,4.5,N
2058,4,0.97644806,CMCC_CM_4.5,4.5,N
2059,4,2.1223793,CMCC_CM_4.5,4.5,N
2060,4,1.44189739,CMCC_CM_4.5,4.5,N
2061,4,1.09861183,CMCC_CM_4.5,4.5,N
2062,4,1.89014816,CMCC_CM_4.5,4.5,N
2063,4,1.43596554,CMCC_CM_4.5,4.5,N
2064,4,1.9498806,CMCC_CM_4.5,4.5,N
2065,4,0.65263176,CMCC_CM_4.5,4.5,N
2066,4,0.12980843,CMCC_CM_4.5,4.5,N
2067,4,0.8907547,CMCC_CM_4.5,4.5,N
2068,4,0.88444614,CMCC_CM_4.5,4.5,N
2069,4,1.58521366,CMCC_CM_4.5,4.5,N
2070,4,0.93571949,CMCC_CM_4.5,4.5,N
2071,4,2.23785114,CMCC_CM_4.5,4.5,N
2072,4,1.77420521,CMCC_CM_4.5,4.5,N
2073,4,1.65927696,CMCC_CM_4.5,4.5,N
2074,4,1.09827137,CMCC_CM_4.5,4.5,N
2075,4,1.22057629,CMCC_CM_4.5,4.5,N
2076,4,2.53412342,CMCC_CM_4.5,4.5,N
2077,4,1.66483688,CMCC_CM_4.5,4.5,N
2078,4,1.30675697,CMCC_CM_4.5,4.5,N
2079,4,1.73066139,CMCC_CM_4.5,4.5,N
2080,4,0.82602406,CMCC_CM_4.5,4.5,N
2081,4,0.73580265,CMCC_CM_4.5,4.5,N
2082,4,1.7047987,CMCC_CM_4.5,4.5,N
2083,4,0.94458294,CMCC_CM_4.5,4.5,N
2084,4,2.0157156,CMCC_CM_4.5,4.5,N
2085,4,1.56334782,CMCC_CM_4.5,4.5,N
2086,4,2.66238117,CMCC_CM_4.5,4.5,N
2087,4,2.10579109,CMCC_CM_4.5,4.5,N
2088,4,2.60845947,CMCC_CM_4.5,4.5,N
2089,4,2.63641644,CMCC_CM_4.5,4.5,N
2090,4,2.34961033,CMCC_CM_4.5,4.5,N
2091,4,2.11792755,CMCC_CM_4.5,4.5,N
2092,4,1.67750072,CMCC_CM_4.5,4.5,N
2093,4,1.29814434,CMCC_CM_4.5,4.5,N
2094,4,1.79405689,CMCC_CM_4.5,4.5,N
2095,4,1.81654263,CMCC_CM_4.5,4.5,N
2096,4,1.38746166,CMCC_CM_4.5,4.5,N
2097,4,1.19699955,CMCC_CM_4.5,4.5,N
2098,4,1.31616497,CMCC_CM_4.5,4.5,N
2099,4,1.23089981,CMCC_CM_4.5,4.5,N
2020,4,0.21264839,GFDL_ESM2G_4.5,4.5,N
2021,4,1.60171413,GFDL_ESM2G_4.5,4.5,N
2022,4,0.32901573,GFDL_ESM2G_4.5,4.5,N
2023,4,2.24241161,GFDL_ESM2G_4.5,4.5,N
2024,4,1.33397102,GFDL_ESM2G_4.5,4.5,N
2025,4,0.86524105,GFDL_ESM2G_4.5,4.5,N
2026,4,-0.90012646,GFDL_ESM2G_4.5,4.5,N
2027,4,0.86725616,GFDL_ESM2G_4.5,4.5,N
2028,4,0.11063862,GFDL_ESM2G_4.5,4.5,N
2029,4,1.65385723,GFDL_ESM2G_4.5,4.5,N
2030,4,1.48156166,GFDL_ESM2G_4.5,4.5,N
2031,4,1.3930521,GFDL_ESM2G_4.5,4.5,N
2032,4,1.39155197,GFDL_ESM2G_4.5,4.5,N
2033,4,-0.13617897,GFDL_ESM2G_4.5,4.5,N
2034,4,-1.07089233,GFDL_ESM2G_4.5,4.5,N
2035,4,1.81685066,GFDL_ESM2G_4.5,4.5,N
2036,4,1.74292278,GFDL_ESM2G_4.5,4.5,N
2037,4,0.59649086,GFDL_ESM2G_4.5,4.5,N
2038,4,0.84331322,GFDL_ESM2G_4.5,4.5,N
2039,4,0.15159798,GFDL_ESM2G_4.5,4.5,N
2040,4,1.04917145,GFDL_ESM2G_4.5,4.5,N
2041,4,1.16287899,GFDL_ESM2G_4.5,4.5,N
2042,4,0.91696358,GFDL_ESM2G_4.5,4.5,N
2043,4,-0.02788258,GFDL_ESM2G_4.5,4.5,N
2044,4,1.56061077,GFDL_ESM2G_4.5,4.5,N
2045,4,-0.09094429,GFDL_ESM2G_4.5,4.5,N
2046,4,0.84155178,GFDL_ESM2G_4.5,4.5,N
2047,4,2.83876896,GFDL_ESM2G_4.5,4.5,N
2048,4,1.21741581,GFDL_ESM2G_4.5,4.5,N
2049,4,0.97698975,GFDL_ESM2G_4.5,4.5,N
2050,4,1.43439484,GFDL_ESM2G_4.5,4.5,N
2051,4,2.05356979,GFDL_ESM2G_4.5,4.5,N
2052,4,1.56809425,GFDL_ESM2G_4.5,4.5,N
2053,4,2.22492981,GFDL_ESM2G_4.5,4.5,N
2054,4,1.85590076,GFDL_ESM2G_4.5,4.5,N
2055,4,1.7938385,GFDL_ESM2G_4.5,4.5,N
2056,4,1.71840286,GFDL_ESM2G_4.5,4.5,N
2057,4,1.09084702,GFDL_ESM2G_4.5,4.5,N
2058,4,2.0051136,GFDL_ESM2G_4.5,4.5,N
2059,4,1.67642498,GFDL_ESM2G_4.5,4.5,N
2060,4,1.67251968,GFDL_ESM2G_4.5,4.5,N
2061,4,1.58119011,GFDL_ESM2G_4.5,4.5,N
2062,4,0.48738003,GFDL_ESM2G_4.5,4.5,N
2063,4,0.19265175,GFDL_ESM2G_4.5,4.5,N
2064,4,3.8038044,GFDL_ESM2G_4.5,4.5,N
2065,4,2.15995216,GFDL_ESM2G_4.5,4.5,N
2066,4,2.92146683,GFDL_ESM2G_4.5,4.5,N
2067,4,3.82990456,GFDL_ESM2G_4.5,4.5,N
2068,4,2.56994915,GFDL_ESM2G_4.5,4.5,N
2069,4,1.33073425,GFDL_ESM2G_4.5,4.5,N
2070,4,1.16483402,GFDL_ESM2G_4.5,4.5,N
2071,4,0.27833557,GFDL_ESM2G_4.5,4.5,N
2072,4,2.32085609,GFDL_ESM2G_4.5,4.5,N
2073,4,2.04242611,GFDL_ESM2G_4.5,4.5,N
2074,4,1.64303589,GFDL_ESM2G_4.5,4.5,N
2075,4,2.74435043,GFDL_ESM2G_4.5,4.5,N
2076,4,0.92047787,GFDL_ESM2G_4.5,4.5,N
2077,4,4.18536758,GFDL_ESM2G_4.5,4.5,N
2078,4,3.30912399,GFDL_ESM2G_4.5,4.5,N
2079,4,1.88570404,GFDL_ESM2G_4.5,4.5,N
2080,4,1.72015762,GFDL_ESM2G_4.5,4.5,N
2081,4,-0.06451797,GFDL_ESM2G_4.5,4.5,N
2082,4,-0.22416401,GFDL_ESM2G_4.5,4.5,N
2083,4,1.41334629,GFDL_ESM2G_4.5,4.5,N
2084,4,1.1669035,GFDL_ESM2G_4.5,4.5,N
2085,4,1.0289278,GFDL_ESM2G_4.5,4.5,N
2086,4,1.62874985,GFDL_ESM2G_4.5,4.5,N
2087,4,1.40607166,GFDL_ESM2G_4.5,4.5,N
2088,4,1.61385822,GFDL_ESM2G_4.5,4.5,N
2089,4,2.86993694,GFDL_ESM2G_4.5,4.5,N
2090,4,4.22854328,GFDL_ESM2G_4.5,4.5,N
2091,4,0.75248337,GFDL_ESM2G_4.5,4.5,N
2092,4,1.02490807,GFDL_ESM2G_4.5,4.5,N
2093,4,1.90416241,GFDL_ESM2G_4.5,4.5,N
2094,4,3.24330521,GFDL_ESM2G_4.5,4.5,N
2095,4,2.68356228,GFDL_ESM2G_4.5,4.5,N
2096,4,1.59731102,GFDL_ESM2G_4.5,4.5,N
2097,4,1.53685856,GFDL_ESM2G_4.5,4.5,N
2098,4,2.30383205,GFDL_ESM2G_4.5,4.5,N
2099,4,3.26920128,GFDL_ESM2G_4.5,4.5,N
2020,4,1.0944586,HadGEM2_ES_4.5,4.5,Y
2021,4,0.9696817,HadGEM2_ES_4.5,4.5,Y
2022,4,1.1298876,HadGEM2_ES_4.5,4.5,Y
2023,4,1.6050367,HadGEM2_ES_4.5,4.5,Y
2024,4,0.7487926,HadGEM2_ES_4.5,4.5,Y
2025,4,0.7260199,HadGEM2_ES_4.5,4.5,Y
2026,4,0.8551931,HadGEM2_ES_4.5,4.5,Y
2027,4,1.2715893,HadGEM2_ES_4.5,4.5,Y
2028,4,0.6033659,HadGEM2_ES_4.5,4.5,Y
2029,4,0.9310255,HadGEM2_ES_4.5,4.5,Y
2030,4,0.5065594,HadGEM2_ES_4.5,4.5,Y
2031,4,1.5321207,HadGEM2_ES_4.5,4.5,Y
2032,4,1.8258171,HadGEM2_ES_4.5,4.5,Y
2033,4,1.0666523,HadGEM2_ES_4.5,4.5,Y
2034,4,1.9192524,HadGEM2_ES_4.5,4.5,Y
2035,4,1.0878325,HadGEM2_ES_4.5,4.5,Y
2036,4,0.5746288,HadGEM2_ES_4.5,4.5,Y
2037,4,1.4611578,HadGEM2_ES_4.5,4.5,Y
2038,4,0.9342175,HadGEM2_ES_4.5,4.5,Y
2039,4,0.8907585,HadGEM2_ES_4.5,4.5,Y
2040,4,0.1470203,HadGEM2_ES_4.5,4.5,Y
2041,4,1.5565882,HadGEM2_ES_4.5,4.5,Y
2042,4,-0.1209936,HadGEM2_ES_4.5,4.5,Y
2043,4,1.7107563,HadGEM2_ES_4.5,4.5,Y
2044,4,2.000948,HadGEM2_ES_4.5,4.5,Y
2045,4,2.1442661,HadGEM2_ES_4.5,4.5,Y
2046,4,2.4575863,HadGEM2_ES_4.5,4.5,Y
2047,4,2.6575155,HadGEM2_ES_4.5,4.5,Y
2048,4,2.5130281,HadGEM2_ES_4.5,4.5,Y
2049,4,1.9234619,HadGEM2_ES_4.5,4.5,Y
2050,4,2.0199442,HadGEM2_ES_4.5,4.5,Y
2051,4,0.9263124,HadGEM2_ES_4.5,4.5,Y
2052,4,2.0223436,HadGEM2_ES_4.5,4.5,Y
2053,4,1.7983952,HadGEM2_ES_4.5,4.5,Y
2054,4,1.7774115,HadGEM2_ES_4.5,4.5,Y
2055,4,2.3691702,HadGEM2_ES_4.5,4.5,Y
2056,4,2.1754093,HadGEM2_ES_4.5,4.5,Y
2057,4,1.9920893,HadGEM2_ES_4.5,4.5,Y
2058,4,2.9284754,HadGEM2_ES_4.5,4.5,Y
2059,4,2.2136106,HadGEM2_ES_4.5,4.5,Y
2060,4,1.2727079,HadGEM2_ES_4.5,4.5,Y
2061,4,2.6256866,HadGEM2_ES_4.5,4.5,Y
2062,4,2.7611332,HadGEM2_ES_4.5,4.5,Y
2063,4,2.0795498,HadGEM2_ES_4.5,4.5,Y
2064,4,2.5671329,HadGEM2_ES_4.5,4.5,Y
2065,4,2.2858448,HadGEM2_ES_4.5,4.5,Y
2066,4,3.1255217,HadGEM2_ES_4.5,4.5,Y
2067,4,2.4735022,HadGEM2_ES_4.5,4.5,Y
2068,4,3.092082,HadGEM2_ES_4.5,4.5,Y
2069,4,2.3451767,HadGEM2_ES_4.5,4.5,Y
2070,4,2.0945711,HadGEM2_ES_4.5,4.5,Y
2071,4,2.1210976,HadGEM2_ES_4.5,4.5,Y
2072,4,3.0582476,HadGEM2_ES_4.5,4.5,Y
2073,4,3.6347094,HadGEM2_ES_4.5,4.5,Y
2074,4,3.3982592,HadGEM2_ES_4.5,4.5,Y
2075,4,2.2787075,HadGEM2_ES_4.5,4.5,Y
2076,4,3.0232506,HadGEM2_ES_4.5,4.5,Y
2077,4,3.5444241,HadGEM2_ES_4.5,4.5,Y
2078,4,5.0730457,HadGEM2_ES_4.5,4.5,Y
2079,4,3.9165764,HadGEM2_ES_4.5,4.5,Y
2080,4,2.4068279,HadGEM2_ES_4.5,4.5,Y
2081,4,1.903059,HadGEM2_ES_4.5,4.5,Y
2082,4,2.5375223,HadGEM2_ES_4.5,4.5,Y
2083,4,2.7088203,HadGEM2_ES_4.5,4.5,Y
2084,4,3.9072981,HadGEM2_ES_4.5,4.5,Y
2085,4,3.0540218,HadGEM2_ES_4.5,4.5,Y
2086,4,2.3255968,HadGEM2_ES_4.5,4.5,Y
2087,4,2.6647482,HadGEM2_ES_4.5,4.5,Y
2088,4,2.923933,HadGEM2_ES_4.5,4.5,Y
2089,4,1.8710728,HadGEM2_ES_4.5,4.5,Y
2090,4,2.6033459,HadGEM2_ES_4.5,4.5,Y
2091,4,1.8239183,HadGEM2_ES_4.5,4.5,Y
2092,4,2.8006039,HadGEM2_ES_4.5,4.5,Y
2093,4,2.7360687,HadGEM2_ES_4.5,4.5,Y
2094,4,2.3465586,HadGEM2_ES_4.5,4.5,Y
2095,4,3.7917376,HadGEM2_ES_4.5,4.5,Y
2096,4,3.091835,HadGEM2_ES_4.5,4.5,Y
2097,4,2.9188128,HadGEM2_ES_4.5,4.5,Y
2098,4,3.077795,HadGEM2_ES_4.5,4.5,Y
2099,4,3.4646072,HadGEM2_ES_4.5,4.5,Y
2020,4,1.6647892,IPSL_CM5A_LR_4.5,4.5,N
2021,4,1.382876396,IPSL_CM5A_LR_4.5,4.5,N
2022,4,-1.580927849,IPSL_CM5A_LR_4.5,4.5,N
2023,4,0.712407112,IPSL_CM5A_LR_4.5,4.5,N
2024,4,0.568762779,IPSL_CM5A_LR_4.5,4.5,N
2025,4,2.065952301,IPSL_CM5A_LR_4.5,4.5,N
2026,4,2.43873024,IPSL_CM5A_LR_4.5,4.5,N
2027,4,0.686999321,IPSL_CM5A_LR_4.5,4.5,N
2028,4,1.276753426,IPSL_CM5A_LR_4.5,4.5,N
2029,4,0.628652573,IPSL_CM5A_LR_4.5,4.5,N
2030,4,1.772849083,IPSL_CM5A_LR_4.5,4.5,N
2031,4,0.917744637,IPSL_CM5A_LR_4.5,4.5,N
2032,4,1.855421066,IPSL_CM5A_LR_4.5,4.5,N
2033,4,0.55642128,IPSL_CM5A_LR_4.5,4.5,N
2034,4,0.785745621,IPSL_CM5A_LR_4.5,4.5,N
2035,4,1.621125221,IPSL_CM5A_LR_4.5,4.5,N
2036,4,0.792793274,IPSL_CM5A_LR_4.5,4.5,N
2037,4,0.899563789,IPSL_CM5A_LR_4.5,4.5,N
2038,4,0.414798737,IPSL_CM5A_LR_4.5,4.5,N
2039,4,0.008353233,IPSL_CM5A_LR_4.5,4.5,N
2040,4,1.064401627,IPSL_CM5A_LR_4.5,4.5,N
2041,4,1.007392883,IPSL_CM5A_LR_4.5,4.5,N
2042,4,1.455714226,IPSL_CM5A_LR_4.5,4.5,N
2043,4,2.007416725,IPSL_CM5A_LR_4.5,4.5,N
2044,4,1.180098534,IPSL_CM5A_LR_4.5,4.5,N
2045,4,2.86777401,IPSL_CM5A_LR_4.5,4.5,N
2046,4,0.270525932,IPSL_CM5A_LR_4.5,4.5,N
2047,4,3.512236595,IPSL_CM5A_LR_4.5,4.5,N
2048,4,2.272405624,IPSL_CM5A_LR_4.5,4.5,N
2049,4,2.463407516,IPSL_CM5A_LR_4.5,4.5,N
2050,4,2.721736908,IPSL_CM5A_LR_4.5,4.5,N
2051,4,1.163840294,IPSL_CM5A_LR_4.5,4.5,N
2052,4,2.777258873,IPSL_CM5A_LR_4.5,4.5,N
2053,4,3.695363045,IPSL_CM5A_LR_4.5,4.5,N
2054,4,0.18225956,IPSL_CM5A_LR_4.5,4.5,N
2055,4,2.12345314,IPSL_CM5A_LR_4.5,4.5,N
2056,4,2.127868652,IPSL_CM5A_LR_4.5,4.5,N
2057,4,-1.11493969,IPSL_CM5A_LR_4.5,4.5,N
2058,4,2.027468681,IPSL_CM5A_LR_4.5,4.5,N
2059,4,0.904675484,IPSL_CM5A_LR_4.5,4.5,N
2060,4,2.202604294,IPSL_CM5A_LR_4.5,4.5,N
2061,4,2.000626564,IPSL_CM5A_LR_4.5,4.5,N
2062,4,2.574558258,IPSL_CM5A_LR_4.5,4.5,N
2063,4,3.783600807,IPSL_CM5A_LR_4.5,4.5,N
2064,4,0.940266609,IPSL_CM5A_LR_4.5,4.5,N
2065,4,2.887015343,IPSL_CM5A_LR_4.5,4.5,N
2066,4,2.694314003,IPSL_CM5A_LR_4.5,4.5,N
2067,4,1.620094299,IPSL_CM5A_LR_4.5,4.5,N
2068,4,2.01573658,IPSL_CM5A_LR_4.5,4.5,N
2069,4,2.247084618,IPSL_CM5A_LR_4.5,4.5,N
2070,4,1.977433205,IPSL_CM5A_LR_4.5,4.5,N
2071,4,1.008176804,IPSL_CM5A_LR_4.5,4.5,N
2072,4,1.168787003,IPSL_CM5A_LR_4.5,4.5,N
2073,4,-0.074006081,IPSL_CM5A_LR_4.5,4.5,N
2074,4,2.335565567,IPSL_CM5A_LR_4.5,4.5,N
2075,4,2.347243309,IPSL_CM5A_LR_4.5,4.5,N
2076,4,3.989226341,IPSL_CM5A_LR_4.5,4.5,N
2077,4,3.557891846,IPSL_CM5A_LR_4.5,4.5,N
2078,4,3.168265343,IPSL_CM5A_LR_4.5,4.5,N
2079,4,3.474816322,IPSL_CM5A_LR_4.5,4.5,N
2080,4,3.021715164,IPSL_CM5A_LR_4.5,4.5,N
2081,4,3.198309898,IPSL_CM5A_LR_4.5,4.5,N
2082,4,2.48913765,IPSL_CM5A_LR_4.5,4.5,N
2083,4,3.504416466,IPSL_CM5A_LR_4.5,4.5,N
2084,4,1.050339699,IPSL_CM5A_LR_4.5,4.5,N
2085,4,1.344051361,IPSL_CM5A_LR_4.5,4.5,N
2086,4,1.897563934,IPSL_CM5A_LR_4.5,4.5,N
2087,4,2.071818352,IPSL_CM5A_LR_4.5,4.5,N
2088,4,1.708502769,IPSL_CM5A_LR_4.5,4.5,N
2089,4,2.002389908,IPSL_CM5A_LR_4.5,4.5,N
2090,4,1.662535667,IPSL_CM5A_LR_4.5,4.5,N
2091,4,1.540060997,IPSL_CM5A_LR_4.5,4.5,N
2092,4,3.835521698,IPSL_CM5A_LR_4.5,4.5,N
2093,4,1.62618351,IPSL_CM5A_LR_4.5,4.5,N
2094,4,1.44849968,IPSL_CM5A_LR_4.5,4.5,N
2095,4,1.250928879,IPSL_CM5A_LR_4.5,4.5,N
2096,4,1.660458565,IPSL_CM5A_LR_4.5,4.5,N
2097,4,3.790113449,IPSL_CM5A_LR_4.5,4.5,N
2098,4,2.044225693,IPSL_CM5A_LR_4.5,4.5,N
2099,4,3.895194054,IPSL_CM5A_LR_4.5,4.5,N
2020,4,1.92372608,IPSL_CM5A_MR_4.5,4.5,N
2021,4,0.56321335,IPSL_CM5A_MR_4.5,4.5,N
2022,4,0.32930183,IPSL_CM5A_MR_4.5,4.5,N
2023,4,1.06953144,IPSL_CM5A_MR_4.5,4.5,N
2024,4,2.01288128,IPSL_CM5A_MR_4.5,4.5,N
2025,4,1.16151333,IPSL_CM5A_MR_4.5,4.5,N
2026,4,0.47426891,IPSL_CM5A_MR_4.5,4.5,N
2027,4,0.3921175,IPSL_CM5A_MR_4.5,4.5,N
