YEAR,OBS_GEAR_CODE,FMP_GEAR,FMP_SUBAREA,MONTH,NVES,NHAUL,MCPUEW,MCPUEN,sdCPUEW,sdCPUEN
2013,6,POT,BS,1,12,284,126.3724316,32.20093097,48.93864607,12.49592573
2013,6,POT,BS,2,7,124,133.5296079,40.37150012,51.15213345,13.63406773
2013,6,POT,BS,3,2,29,112.9659585,32.05225316,32.08775064,8.918687501
2013,6,POT,BS,9,5,186,96.87177092,26.36200251,48.27601425,13.58686578
2013,6,POT,BS,10,7,256,80.63795862,23.98399201,30.16281381,9.447082564
2013,6,POT,BS,11,6,242,88.90464586,25.94508414,25.64805023,7.645201152
2013,6,POT,BS,12,2,9,100.9470322,22.45554159,14.13285888,3.913366591
2013,8,HAL,BS,1,26,931,0.756002903,0.239977667,0.337968751,0.101341544
2013,8,HAL,BS,2,26,1014,0.73115562,0.249624197,0.285064178,0.087977149
2013,8,HAL,BS,3,25,1029,0.667415509,0.243699158,0.232415917,0.087289937
2013,8,HAL,BS,4,15,339,0.655248382,0.233757864,0.221853354,0.078771585
2013,8,HAL,BS,5,9,253,0.528078571,0.182104361,0.198228099,0.061073983
2013,8,HAL,BS,6,8,207,0.365378255,0.125188269,0.168625381,0.060557858
2013,8,HAL,BS,7,16,492,0.406795656,0.141400378,0.191313832,0.063516465
2013,8,HAL,BS,8,24,906,0.365642311,0.115269384,0.154419575,0.052704084
2013,8,HAL,BS,9,22,793,0.346402992,0.107798137,0.139176366,0.044070308
2013,8,HAL,BS,10,24,815,0.343541413,0.111263361,0.13838916,0.049751298
2013,8,HAL,BS,11,25,1093,0.425030318,0.132856903,0.167978368,0.054013789
2013,8,HAL,BS,12,26,724,0.543535523,0.161435228,0.248801362,0.066598879
2014,1,TRW,BS,1,18,95,53.97049915,11.04879893,24.07241668,4.742725679
2014,1,TRW,BS,2,32,781,53.83429289,11.96047579,36.19188067,8.194900363
2014,1,TRW,BS,3,29,689,62.56091541,15.04299684,64.12832425,16.62727726
2014,1,TRW,BS,4,14,238,53.58232653,30.47034816,70.38040575,35.46494404
2014,1,TRW,BS,5,4,195,62.7731056,64.05240284,44.71803962,45.68210003
2014,1,TRW,BS,6,2,3,9.674970798,3.771026479,1.626383219,2.127252193
2014,1,TRW,BS,7,1,1,15.57862745,5.109803922,NA,NA
2014,1,TRW,BS,8,4,106,31.54587588,16.82909097,28.62040038,18.05664531
2014,1,TRW,BS,9,5,48,52.50553213,28.05124445,47.29331002,28.57073638
2014,1,TRW,BS,10,2,2,18.37956572,4.842326362,15.12002256,3.868865603
2014,1,TRW,BS,12,1,1,23.73156425,11.19180633,NA,NA
2014,6,POT,BS,1,24,269,96.11180262,24.89098591,39.48057921,9.373534267
2014,6,POT,BS,2,9,119,120.9965693,31.977006,46.94324878,12.54907587
2014,6,POT,BS,3,3,52,160.6766528,40.56793501,42.2356024,8.904660324
2014,6,POT,BS,4,2,16,246.4037974,63.81958636,57.05700409,11.64562757
2014,6,POT,BS,5,1,24,159.2470015,58.40970108,41.21171744,13.67295611
2014,6,POT,BS,9,7,148,87.51695042,28.058655,26.49967211,8.30027678
2014,6,POT,BS,10,11,148,72.80313823,24.61459855,31.16807928,7.997088469
2014,6,POT,BS,11,9,164,54.67922345,19.1817842,18.11478544,6.636995037
2014,6,POT,BS,12,5,56,103.1096059,29.52347641,38.82750387,9.697537274
2014,8,HAL,BS,1,26,758,0.537226668,0.161257482,0.19763523,0.056635185
2014,8,HAL,BS,2,27,884,0.64237107,0.190703228,0.263483287,0.066660423
2014,8,HAL,BS,3,26,1044,0.541492869,0.175916425,0.219914549,0.060976408
2014,8,HAL,BS,4,22,706,0.540541576,0.188149088,0.249853601,0.078152258
2014,8,HAL,BS,5,16,550,0.423245884,0.146828882,0.169282777,0.056871175
2014,8,HAL,BS,6,19,468,0.363357592,0.112927971,0.152029367,0.049037189
2014,8,HAL,BS,7,25,895,0.305150114,0.100180097,0.148405865,0.049986052
2014,8,HAL,BS,8,23,1156,0.344646953,0.11623009,0.186159263,0.064664841
2014,8,HAL,BS,9,20,651,0.352197501,0.126818112,0.163087975,0.064754977
2014,8,HAL,BS,10,25,675,0.38203797,0.141920584,0.165039713,0.065191816
2014,8,HAL,BS,11,26,1160,0.419410063,0.144421231,0.159147894,0.053889724
2014,8,HAL,BS,12,24,874,0.453086143,0.150117457,0.175517708,0.060070306
2015,1,TRW,BS,1,21,125,18.11634864,4.274962291,11.49356031,3.122477592
2015,1,TRW,BS,2,33,490,56.86793238,13.08154152,35.76567712,9.881316746
2015,1,TRW,BS,3,29,505,73.44071238,20.2890283,80.31657437,23.93748318
2015,1,TRW,BS,4,21,191,48.77830346,22.38192476,50.42578577,29.41530937
2015,1,TRW,BS,5,5,75,60.49914379,39.03728086,48.56914923,32.50239394
2015,1,TRW,BS,6,1,59,49.46759108,35.70241817,40.03953882,28.086505
2015,1,TRW,BS,7,3,8,53.22606706,21.95464763,41.89736457,14.15081434
2015,1,TRW,BS,8,4,87,107.0582615,36.40638381,136.444312,41.11941018
2015,1,TRW,BS,9,1,7,14.01377588,4.429317537,8.906293108,2.363997036
2015,1,TRW,BS,10,1,1,4.132222222,1.911111111,NA,NA
2015,6,POT,BS,1,25,355,92.24062645,25.5201465,32.78436157,9.604352004
2015,6,POT,BS,2,14,151,135.3342145,34.31970772,57.05440086,14.03935642
2015,6,POT,BS,3,8,223,138.8079037,39.366943,52.72218076,12.78463805
2015,6,POT,BS,4,3,36,131.3253886,40.52509417,56.1069891,15.26065438
2015,6,POT,BS,5,1,53,69.36564322,33.88929041,17.8232671,7.677704224
2015,6,POT,BS,8,1,118,73.06126172,29.73122489,25.02792393,9.811114276
2015,6,POT,BS,9,9,209,93.30540628,31.45105635,34.63427558,12.18195528
2015,6,POT,BS,10,10,323,79.99905843,27.40320623,28.05007259,9.324830423
2015,6,POT,BS,11,9,132,65.90037697,19.77436653,26.07483041,8.127218832
2015,6,POT,BS,12,6,46,86.69481551,27.00137964,41.11025808,11.20670256
2015,8,HAL,BS,1,24,851,0.522229341,0.1670113,0.199754643,0.062067818
2015,8,HAL,BS,2,25,755,0.635867533,0.199438092,0.254145013,0.077292014
2015,8,HAL,BS,3,26,783,0.597595245,0.198390741,0.272868226,0.078761709
2015,8,HAL,BS,4,23,678,0.539975074,0.190435254,0.259462462,0.083563575
2015,8,HAL,BS,5,19,431,0.505549839,0.164089691,0.215919175,0.060516897
2015,8,HAL,BS,6,13,249,0.426979304,0.132076856,0.215471533,0.05660592
2015,8,HAL,BS,7,19,586,0.449822296,0.14728366,0.203997326,0.071022139
2015,8,HAL,BS,8,23,930,0.410121295,0.141175228,0.175846272,0.056694204
2015,8,HAL,BS,9,26,831,0.348002589,0.117548825,0.137021798,0.051014185
2015,8,HAL,BS,10,25,1196,0.37102357,0.126700583,0.153657845,0.056156612
2015,8,HAL,BS,11,26,758,0.418420023,0.129752666,0.205287696,0.065281209
2015,8,HAL,BS,12,29,709,0.510501775,0.156754926,0.240461379,0.069439364
2016,1,TRW,BS,1,13,54,38.1742555,16.16875591,86.13919521,51.80815434
2016,1,TRW,BS,2,46,807,63.79983157,18.69699064,45.09324609,17.38153049
2016,1,TRW,BS,3,33,476,88.17574859,27.4782576,112.5479948,34.07391544
2016,1,TRW,BS,4,22,176,47.12344284,15.08677126,72.18352126,23.13988532
2016,1,TRW,BS,6,5,46,24.31590847,5.981971418,16.76866108,4.979304442
2016,1,TRW,BS,7,3,34,39.71952022,10.75393286,26.63016616,6.941640301
2016,1,TRW,BS,8,3,31,25.53007938,7.075245553,12.98426238,3.158567986
2016,1,TRW,BS,9,3,35,23.07060417,6.531744979,14.8857135,4.039024714
2016,1,TRW,BS,10,6,32,30.38857135,7.362992361,21.07177517,4.590579756
2016,1,TRW,BS,11,1,21,55.02398201,10.27762709,50.0892263,8.223981603
2016,6,POT,BS,1,22,322,89.03608667,25.24330499,42.27631258,12.00101437
2016,6,POT,BS,2,9,227,109.8338149,31.93050046,30.69665203,8.859267991
2016,6,POT,BS,3,6,126,116.3390816,36.32878113,55.3247078,12.95760333
2016,6,POT,BS,4,3,37,111.5302883,38.39199561,62.35263944,17.85519598
2016,6,POT,BS,8,1,38,91.96431155,32.4010353,20.89056484,6.653070362
2016,6,POT,BS,9,4,185,100.6235398,31.67413756,40.43214729,10.7434717
2016,6,POT,BS,10,10,145,80.02124789,23.23255325,42.9264175,10.5344917
2016,6,POT,BS,11,11,71,65.15925409,20.56821316,30.42556877,8.06168473
2016,6,POT,BS,12,6,136,81.44736985,21.51927791,33.2019215,7.660063262
2016,8,HAL,BS,1,27,820,0.622381214,0.182537176,0.233784249,0.064254658
2016,8,HAL,BS,2,26,711,0.718465874,0.20439456,0.308900999,0.082610659
2016,8,HAL,BS,3,26,720,0.582011275,0.193519736,0.242932119,0.077039245
2016,8,HAL,BS,4,20,496,0.535329772,0.191243765,0.219607989,0.080902757
2016,8,HAL,BS,5,10,247,0.515732394,0.148824853,0.213986569,0.062494677
2016,8,HAL,BS,6,16,347,0.410456426,0.11862649,0.172889748,0.055124744
2016,8,HAL,BS,7,21,803,0.42220417,0.142092312,0.150661974,0.05126548
2016,8,HAL,BS,8,22,654,0.411640988,0.137678321,0.179893017,0.065805012
2016,8,HAL,BS,9,22,602,0.411146825,0.132270271,0.163904959,0.055947136
2016,8,HAL,BS,10,22,694,0.386766812,0.113149576,0.165421364,0.050588119
2016,8,HAL,BS,11,24,564,0.421451823,0.120381977,0.176067591,0.050317401
2016,8,HAL,BS,12,22,704,0.50306084,0.143676326,0.197903475,0.057247009
2017,1,TRW,BS,1,16,146,40.57863012,8.574402436,31.12142054,6.642092651
2017,1,TRW,BS,2,45,965,87.80850154,20.15572412,75.57239209,18.42021629
2017,1,TRW,BS,3,8,64,88.70589347,32.26174636,73.00349198,30.44695267
2017,1,TRW,BS,4,15,117,78.508004,28.04476279,88.27863044,32.18388271
2017,1,TRW,BS,5,2,23,22.32756226,12.77144813,19.71985472,11.22004614
2017,1,TRW,BS,6,3,21,15.97535611,4.421822347,42.68682295,11.74249027
2017,1,TRW,BS,7,1,3,14.86488928,3.827659992,5.584436507,0.732213934
2017,1,TRW,BS,8,2,2,15.85097475,4.641414141,14.01473498,3.414111529
2017,1,TRW,BS,9,4,15,5.457495019,1.258561051,3.953739009,0.815744017
2017,1,TRW,BS,10,2,11,19.67627845,3.438637249,13.77220604,1.707542271
2017,6,POT,BS,1,16,320,93.16022022,25.13829584,45.76824846,11.75191974
2017,6,POT,BS,2,4,49,158.2774663,45.81375077,64.30632886,20.22113795
2017,6,POT,BS,9,6,201,70.98595301,24.56545499,26.68396983,10.12008118
2017,6,POT,BS,10,5,209,71.76743514,21.03260091,38.52293622,12.38425356
2017,6,POT,BS,11,6,165,70.39681048,18.39378704,43.58594384,13.13555148
2017,6,POT,BS,12,7,51,64.84545469,17.27972346,32.56101102,9.56334288
2017,8,HAL,BS,1,27,669,0.542771022,0.151933522,0.198319672,0.053796431
2017,8,HAL,BS,2,26,778,0.742821398,0.218291308,0.276622893,0.074701367
2017,8,HAL,BS,3,26,719,0.647855343,0.206540253,0.229670935,0.073820652
2017,8,HAL,BS,4,20,523,0.599834728,0.204167624,0.269246052,0.087731467
2017,8,HAL,BS,5,8,105,0.518680876,0.190955821,0.142594478,0.075098646
2017,8,HAL,BS,6,17,270,0.454585215,0.130628396,0.197746843,0.056039785
2017,8,HAL,BS,7,24,746,0.378785972,0.107313367,0.148856922,0.042693768
2017,8,HAL,BS,8,22,637,0.305028917,0.083638782,0.133028683,0.036019804
2017,8,HAL,BS,9,24,670,0.315728441,0.084239771,0.147579906,0.041597851
2017,8,HAL,BS,10,23,500,0.354729599,0.088895207,0.146225746,0.037516755
2017,8,HAL,BS,11,22,634,0.476853956,0.121992156,0.205003624,0.055654755
2017,8,HAL,BS,12,22,454,0.554686881,0.157215202,0.187800875,0.058959486
2018,1,TRW,BS,1,29,231,57.61599014,13.11891859,84.62538027,18.88437952
2018,1,TRW,BS,2,44,875,68.05637403,14.81683024,64.90160516,14.57285823
2018,1,TRW,BS,3,9,64,264.6480018,87.30123943,421.1859,143.898271
2018,1,TRW,BS,4,22,216,227.1996464,74.92845375,383.594984,144.4596252
2018,1,TRW,BS,6,2,10,14.57126126,2.412875766,11.70703844,1.819623597
2018,1,TRW,BS,7,1,32,13.30667087,3.27983118,7.756400032,1.590144665
2018,1,TRW,BS,8,1,14,13.25757064,3.529223679,5.1042308,1.794308264
2018,1,TRW,BS,11,1,1,11.61833333,2.066666667,NA,NA
2018,6,POT,BS,1,26,402,89.81999428,20.96735312,33.4693367,7.443037535
2018,6,POT,BS,2,2,77,139.4281924,31.63431627,51.89288874,10.93492921
2018,6,POT,BS,3,3,35,182.0916232,49.49687173,73.25905385,23.69964331
2018,6,POT,BS,4,1,21,252.2241782,77.23339944,81.70036972,20.35568655
2018,6,POT,BS,9,9,244,89.3591096,25.55664757,48.28670386,10.86794076
2018,6,POT,BS,10,6,54,102.3118067,27.34404601,61.40544052,16.9867182
2018,6,POT,BS,11,3,12,55.63280072,13.92657139,23.69083519,4.501594834
2018,6,POT,BS,12,6,39,88.56152015,21.41585298,26.53639291,7.743880207
2018,8,HAL,BS,1,22,450,0.813742978,0.22403467,0.347936532,0.079962049
2018,8,HAL,BS,2,23,497,0.870276845,0.240339111,0.384586722,0.088701652
2018,8,HAL,BS,3,22,502,0.717361358,0.213512076,0.260136966,0.074120344
2018,8,HAL,BS,4,14,247,0.712793499,0.236979733,0.336993824,0.112815653
2018,8,HAL,BS,5,5,68,0.460055525,0.142567587,0.190510812,0.065177822
2018,8,HAL,BS,6,17,372,0.376075436,0.098557164,0.146058252,0.037797674
2018,8,HAL,BS,7,17,440,0.302709012,0.079498555,0.12778101,0.034803693
2018,8,HAL,BS,8,19,418,0.303412937,0.082214673,0.19033369,0.04730599
2018,8,HAL,BS,9,18,515,0.423638128,0.120128444,0.223840474,0.059938952
2018,8,HAL,BS,10,19,454,0.42175504,0.113998441,0.202461721,0.059953753
2018,8,HAL,BS,11,20,432,0.377722408,0.093549939,0.156898505,0.042595328
2018,8,HAL,BS,12,18,448,0.523777367,0.129056377,0.226318832,0.061583363
2019,1,TRW,BS,1,34,313,55.83864698,10.39626428,40.08033702,8.750399137
2019,1,TRW,BS,2,38,407,72.86006428,14.29622955,59.95123128,11.70070487
2019,1,TRW,BS,3,11,69,164.4071402,35.04752167,176.0350548,37.04653798
2019,1,TRW,BS,4,23,96,258.2273436,74.28642496,489.7610442,151.6833441
2019,1,TRW,BS,5,3,4,7.723946462,2.174492945,5.968069672,1.57773377
2019,1,TRW,BS,7,2,8,23.5512605,6.588563016,13.8637378,4.095906048
2019,1,TRW,BS,8,2,17,15.38643914,3.849422712,7.925753424,1.795188354
2019,1,TRW,BS,9,3,122,15.03859707,2.746679344,14.74720168,2.108463431
2019,1,TRW,BS,10,1,1,5.306333333,0.725,NA,NA
2019,1,TRW,BS,11,1,5,20.95575282,3.799837889,5.603942382,1.215516043
2019,6,POT,BS,1,29,283,95.2606711,21.15217657,44.82916769,10.35951368
2019,6,POT,BS,2,1,47,199.0283345,48.38147365,58.50183743,13.58755925
2019,6,POT,BS,3,4,60,215.4507143,58.50141219,74.49381263,21.25489498
2019,6,POT,BS,9,14,210,136.3629371,33.47519419,98.80904606,22.37916037
2019,6,POT,BS,10,2,13,73.81402051,16.45230769,51.43057051,9.69031209
2019,6,POT,BS,11,3,13,132.7736973,26.71332269,84.98907343,11.8956663
2019,6,POT,BS,12,2,45,126.4304843,25.03924799,52.20145436,9.546154657
2019,8,HAL,BS,1,17,271,0.863290366,0.188304417,0.353959195,0.073480698
2019,8,HAL,BS,2,19,368,0.951435119,0.209847211,0.399468527,0.069016975
2019,8,HAL,BS,3,20,453,0.734338855,0.191095451,0.343222894,0.086892128
2019,8,HAL,BS,4,12,187,0.727083858,0.230149833,0.275290029,0.083652053
2019,8,HAL,BS,5,5,93,0.481658705,0.147917026,0.1219433,0.050523852
2019,8,HAL,BS,6,7,87,0.480524021,0.122014331,0.230761015,0.05995174
2019,8,HAL,BS,7,13,263,0.360067122,0.093070899,0.135801103,0.034651851
2019,8,HAL,BS,8,18,459,0.360668914,0.087784976,0.156498024,0.040111697
2019,8,HAL,BS,9,22,416,0.419995363,0.1005937,0.180251952,0.045993542
2019,8,HAL,BS,10,21,372,0.448132256,0.097655427,0.178596083,0.039619439
2019,8,HAL,BS,11,16,391,0.494142368,0.105704933,0.175698122,0.038275838
2019,8,HAL,BS,12,13,185,0.517422739,0.114632408,0.194919981,0.046231414
2020,1,TRW,BS,1,32,130,28.41094233,4.068783811,21.76049119,2.991015682
2020,1,TRW,BS,2,40,425,193.3709286,28.04572506,145.243299,22.14069528
2020,1,TRW,BS,3,3,47,65.11869986,24.6876459,57.18066593,24.63781819
2020,1,TRW,BS,4,5,11,29.34116067,7.592963551,30.68584208,6.510743483
2020,1,TRW,BS,5,4,15,18.19959918,5.560078516,17.21782955,5.981902822
2020,1,TRW,BS,8,2,7,6.848950964,1.342877408,4.474755541,0.985667597
2020,1,TRW,BS,9,1,2,11.53629487,2.314519223,4.660237723,1.201639472
2020,1,TRW,BS,10,1,2,12.03942363,2.12108336,8.02848577,0.959668682
2020,6,POT,BS,1,22,219,94.59391444,16.57732746,44.1329797,8.128451671
2020,6,POT,BS,2,1,28,268.7570941,48.57156596,67.16716753,12.14497459
2020,6,POT,BS,3,1,30,154.9459725,37.01481627,46.55354672,9.387935929
2020,6,POT,BS,4,1,3,147.5494039,37.77681452,57.26693896,15.32984912
2020,6,POT,BS,7,1,5,36.56260932,7.462016317,27.48964107,5.44605086
2020,6,POT,BS,9,5,123,134.6236223,24.9344775,46.5873951,9.500612669
2020,6,POT,BS,10,1,31,128.658374,26.08408878,21.96868727,4.382043384
2020,8,HAL,BS,1,15,209,0.786358259,0.166651007,0.332273395,0.060270888
2020,8,HAL,BS,2,16,399,0.94753506,0.219943803,0.501576983,0.094326576
2020,8,HAL,BS,3,15,302,0.848708164,0.228670341,0.33839049,0.081506946
2020,8,HAL,BS,4,11,163,0.686695988,0.211124475,0.286471681,0.088344649
2020,8,HAL,BS,5,6,50,0.778996164,0.190069796,0.359469167,0.064203725
2020,8,HAL,BS,6,6,123,0.541415719,0.136129113,0.216244724,0.052594643
2020,8,HAL,BS,7,14,241,0.425878611,0.095335947,0.173126498,0.037096407
2020,8,HAL,BS,8,16,386,0.393397034,0.08887428,0.160780075,0.045247448
2020,8,HAL,BS,9,15,285,0.417068018,0.110390527,0.162401464,0.061443197
2020,8,HAL,BS,10,15,371,0.490818575,0.1159148,0.221133821,0.06122189
2020,8,HAL,BS,11,14,222,0.489695033,0.103321644,0.213921973,0.044996934
2020,8,HAL,BS,12,4,59,0.523680417,0.09605667,0.234581441,0.039562406
2021,1,TRW,BS,2,25,210,190.808862,29.40986155,159.2223342,24.25336586
2021,1,TRW,BS,3,10,82,116.2793414,19.62628652,116.2946573,20.55845462
2021,1,TRW,BS,4,8,47,81.09458504,16.34844268,60.62805477,16.59935028
2021,1,TRW,BS,6,2,4,7.652933278,2.544241435,7.670981936,2.01112799
2021,6,POT,BS,1,12,163,111.7270896,18.081727,52.47113995,7.379291584
2021,6,POT,BS,2,1,31,156.1204347,30.55923147,26.35233391,5.342686205
2021,6,POT,BS,3,1,38,92.50624072,24.13566077,26.188464,7.416738528
2021,6,POT,BS,4,1,20,182.6227831,48.73787809,48.1057697,11.85959271
2021,8,HAL,BS,1,12,212,0.724104508,0.1546203,0.325677939,0.05603235
2021,8,HAL,BS,2,11,244,0.83328072,0.195132648,0.38119282,0.086071302
2021,8,HAL,BS,3,12,223,0.813787412,0.213850166,0.338241791,0.080688537
2021,8,HAL,BS,4,10,205,0.662082069,0.201151958,0.28022141,0.071622462
2021,8,HAL,BS,5,7,122,0.390203515,0.119870458,0.163942782,0.037368916
2021,8,HAL,BS,6,9,114,0.554031063,0.128879119,0.247782408,0.052970214
2021,8,HAL,BS,7,9,286,0.499916225,0.131900221,0.187972242,0.054447278
2021,8,HAL,BS,8,9,110,0.437171472,0.109188722,0.194588312,0.042298611
